celex,readable_name,cluster_id,cluster_name
32014R0909,CSDR [Regulation (EU) No 909/2014],5,"Financial Markets, Investment & Capital"
32014R0910,EIDAS 1 [Regulation (EU) No 910/2014],1,"AI, Data Economy & Digital Identity"
32014R1011,Regulation (EU) No 1011/2014,19,Other
32014R1141,"European Political Parties Regulation [Regulation (EU, Euratom) No 1141/2014]",9,Criminal Justice & Fundamental Rights
32014R1163,Regulation (EU) No 1163/2014,19,Other
32014R1201,Regulation (EU) No 1201/2014,19,Other
32014R1286,PRIIPs Regulation [Regulation (EU) No 1286/2014],5,"Financial Markets, Investment & Capital"
32014R1302,Regulation (EU) No 1302/2014,19,Other
32014R1311,Regulation (EU) No 1311/2014,19,Other
32014R1312,Regulation (EU) No 1312/2014,19,Other
32014R1321,Regulation (EU) No 1321/2014,19,Other
32014R1352,Regulation (EU) No 1352/2014,19,Other
32014R1368,Regulation (EU) No 1368/2014,19,Other
32015L0254,Directive (EU) 2015/254,19,Other
32015L0413,Cross-Border Traffic Offences Directive [Directive (EU) 2015/413],11,Transport & Mobility
32015L0637,Consular Protection Directive [Directive (EU) 2015/637],19,Other
32015L0720,Plastic Bags Directive [Directive (EU) 2015/720],19,Other
32015L0849,AML4 - Fourth Anti-Money Laundering Directive [Directive 2015/849] [amended by AML5 and 6 and Solvency II],19,Other
32015L1480,Directive (EU) 2015/1480,19,Other
32015L1535,InfoSoc Directive [Directive (EU) 2015/1535],19,Other
32015L1794,Directive (EU) 2015/1794,19,Other
32015L2060,Directive (EU) 2015/2060,19,Other
32015L2115,Directive (EU) 2015/2115,19,Other
32015L2116,Directive (EU) 2015/2116,19,Other
32015L2117,Directive (EU) 2015/2117,19,Other
32015L2193,Medium Combustion Plants Directive [Directive (EU) 2015/2193],19,Other
32015L2302,Package Travel Directive [Directive (EU) 2015/2302],19,Other
32015L2366,PSD2 - Payment Services Directive 2 [Directive (EU) 2015/2366],6,"Banking, Payments, Insurance & AML"
32015L2376,Directive (EU) 2015/2376,19,Other
32015L2392,Directive (EU) 2015/2392,19,Other
32015L2436,Trade Marks Directive [Directive (EU) 2015/2436],8,Intellectual Property
32015R0002,Regulation (EU) 2015/2,19,Other
32015R0062,Regulation (EU) 2015/62,19,Other
32015R0063,Regulation (EU) 2015/63,19,Other
32015R0081,Regulation (EU) 2015/81,19,Other
32015R0159,Regulation (EU) 2015/159,19,Other
32015R0281,Regulation (EU) 2015/281,19,Other
32015R0340,Regulation (EU) 2015/340,19,Other
32015R0341,Regulation (EU) 2015/341,19,Other
32015R0534,Regulation (EU) 2015/534,19,Other
32015R0735,Regulation (EU) 2015/735,19,Other
32015R0751,Interchange Fees Regulation [Regulation (EU) 2015/751],19,Other
32015R0757,MRV Maritime Regulation [Regulation (EU) 2015/757],11,Transport & Mobility
32015R0758,eCall In-Vehicle System Regulation [Regulation (EU) 2015/758],11,Transport & Mobility
32015R0759,Regulation (EU) 2015/759,19,Other
32015R0760,ELTIF Regulation [Regulation (EU) 2015/760],5,"Financial Markets, Investment & Capital"
32015R0812,Regulation (EU) 2015/812,19,Other
32015R0848,Insolvency Regulation [Regulation (EU) 2015/848],7,Consumer Rights & Internal Market
32015R1017,EFSI Regulation [Regulation (EU) 2015/1017],19,Other
32015R1018,Regulation (EU) 2015/1018,19,Other
32015R1051,Regulation (EU) 2015/1051,19,Other
32015R1163,Regulation (EU) 2015/1163,19,Other
32015R1502,Regulation (EU) 2015/1502,19,Other
32015R1515,Regulation (EU) 2015/1515,19,Other
32015R1589,Regulation (EU) 2015/1589,19,Other
32015R1755,Regulation (EU) 2015/1755,19,Other
32015R1929,"Regulation (EU, Euratom) 2015/1929",19,Other
32015R1998,Regulation (EU) 2015/1998,19,Other
32015R2120,Open Internet Access Regulation [Regulation (EU) 2015/2120],2,Platform Regulation & Digital Markets
32015R2170,Regulation (EU) 2015/2170,19,Other
32015R2171,Regulation (EU) 2015/2171,19,Other
32015R2172,Regulation (EU) 2015/2172,19,Other
32015R2219,Regulation (EU) 2015/2219,19,Other
32015R2283,Novel Food Regulation [Regulation (EU) 2015/2283],19,Other
32015R2285,Regulation (EU) 2015/2285,19,Other
32015R2322,Regulation (EU) 2015/2322,19,Other
32015R2365,SFTR [Regulation (EU) 2015/2365],5,"Financial Markets, Investment & Capital"
32015R2378,Regulation (EU) 2015/2378,19,Other
32015R2421,Regulation (EU) 2015/2421,19,Other
32015R2422,"Regulation (EU, Euratom) 2015/2422",19,Other
32015R2424,Regulation (EU) 2015/2424,19,Other
32015R2446,Regulation (EU) 2015/2446,19,Other
32015R2447,Regulation (EU) 2015/2447,19,Other
32016L0097,Insurance Distribution Directive [Directive (EU) 2016/97],6,"Banking, Payments, Insurance & AML"
32016L0343,Presumption of Innocence Directive [Directive (EU) 2016/343],19,Other
32016L0680,LED - Law Enforcement Directive [Directive (EU) 2016/680],0,Data Protection & Privacy
32016L0681,PNR Directive [Directive (EU) 2016/681],19,Other
32016L0797,Rail Interoperability Directive [Directive (EU) 2016/797],19,Other
32016L0798,Railway Safety Directive [Directive (EU) 2016/798],19,Other
32016L0800,Procedural Safeguards for Children Directive [Directive (EU) 2016/800],19,Other
32016L0801,Students and Researchers Directive [Directive (EU) 2016/801],19,Other
32016L0802,Directive (EU) 2016/802,19,Other
32016L0881,Directive (EU) 2016/881,19,Other
32016L0882,Directive (EU) 2016/882,19,Other
32016L0943,Trade Secrets And Know-How Directive [Directive (EU) 2016/943],8,Intellectual Property
32016L1034,MiFID II [Directive (EU) 2016/1034],5,"Financial Markets, Investment & Capital"
32016L1164,Anti-Tax Avoidance Directive [Directive (EU) 2016/1164],19,Other
32016L1629,Directive (EU) 2016/1629,11,Transport & Mobility
32016L1919,Legal Aid Directive [Directive (EU) 2016/1919],19,Other
32016L2102,Web Accessibility Directive [Directive (EU) 2016/2102],19,Other
32016L2258,Directive (EU) 2016/2258,19,Other
32016L2341,IORP II Directive [Directive (EU) 2016/2341],6,"Banking, Payments, Insurance & AML"
32016L2370,Directive (EU) 2016/2370,11,Transport & Mobility
32016R0161,Regulation (EU) 2016/161,19,Other
32016R0232,Regulation (EU) 2016/232,19,Other
32016R0300,Regulation (EU) 2016/300,19,Other
32016R0341,Regulation (EU) 2016/341,19,Other
32016R0369,Regulation (EU) 2016/369,19,Other
32016R0399,Schengen Borders Code [Regulation (EU) 2016/399],10,"Migration, Asylum & Border Management"
32016R0400,Regulation (EU) 2016/400,19,Other
32016R0401,Regulation (EU) 2016/401,19,Other
32016R0424,Regulation (EU) 2016/424,19,Other
32016R0425,PPE Regulation [Regulation (EU) 2016/425],19,Other
32016R0426,Regulation (EU) 2016/426,19,Other
32016R0429,Animal Health Law [Regulation (EU) 2016/429],19,Other
32016R0438,Regulation (EU) 2016/438,19,Other
32016R0445,Regulation (EU) 2016/445,19,Other
32016R0522,Regulation (EU) 2016/522,19,Other
32016R0589,EURES Regulation [Regulation (EU) 2016/589],7,Consumer Rights & Internal Market
32016R0631,Regulation (EU) 2016/631,19,Other
32016R0679,GDPR - General Data Protection Regulation [Regulation (EU) 2016/679],0,Data Protection & Privacy
32016R0778,Regulation (EU) 2016/778,19,Other
32016R0791,Regulation (EU) 2016/791,19,Other
32016R0792,Regulation (EU) 2016/792,19,Other
32016R0793,Regulation (EU) 2016/793,13,"Health, Medicines & Life Sciences"
32016R0794,EUROPOL Regulation 2016 [Regulation (EU) 2016/794],9,Criminal Justice & Fundamental Rights
32016R0796,ERA Regulation [Regulation (EU) 2016/796],11,Transport & Mobility
32016R0860,Regulation (EU) 2016/860,19,Other
32016R0867,AnaCredit Regulation [Regulation (EU) 2016/867],5,"Financial Markets, Investment & Capital"
32016R0908,Regulation (EU) 2016/908,19,Other
32016R0909,Regulation (EU) 2016/909,19,Other
32016R0911,Regulation (EU) 2016/911,19,Other
32016R0957,Regulation (EU) 2016/957,19,Other
32016R0958,Regulation (EU) 2016/958,19,Other
32016R0960,Regulation (EU) 2016/960,19,Other
32016R0962,Regulation (EU) 2016/962,19,Other
32016R0963,Regulation (EU) 2016/963,19,Other
32016R1011,Benchmarks Regulation [Regulation (EU) 2016/1011],5,"Financial Markets, Investment & Capital"
32016R1012,Animal Breeding Regulation [Regulation (EU) 2016/1012],14,"Agriculture, Fisheries & Rural Development"
32016R1014,Regulation (EU) 2016/1014,19,Other
32016R1033,Regulation (EU) 2016/1033,5,"Financial Markets, Investment & Capital"
32016R1075,Regulation (EU) 2016/1075,19,Other
32016R1103,Regulation (EU) 2016/1103,19,Other
32016R1104,Regulation (EU) 2016/1104,19,Other
32016R1139,Regulation (EU) 2016/1139,19,Other
32016R1178,Regulation (EU) 2016/1178,19,Other
32016R1191,Public Documents Regulation [Regulation (EU) 2016/1191],7,Consumer Rights & Internal Market
32016R1199,Regulation (EU) 2016/1199,19,Other
32016R1237,Regulation (EU) 2016/1237,19,Other
32016R1400,Regulation (EU) 2016/1400,19,Other
32016R1401,Regulation (EU) 2016/1401,19,Other
32016R1437,Regulation (EU) 2016/1437,19,Other
32016R1450,Regulation (EU) 2016/1450,19,Other
32016R1624,European Border and Coast Guard Regulation [Regulation (EU) 2016/1624],19,Other
32016R1628,NRMM Regulation [Regulation (EU) 2016/1628],19,Other
32016R1686,Regulation (EU) 2016/1686,19,Other
32016R1712,Regulation (EU) 2016/1712,19,Other
32016R1718,Regulation (EU) 2016/1718,19,Other
32016R1953,Regulation (EU) 2016/1953,7,Consumer Rights & Internal Market
32016R1986,Regulation (EU) 2016/1986,19,Other
32016R2020,Regulation (EU) 2016/2020,19,Other
32016R2021,Regulation (EU) 2016/2021,19,Other
32016R2022,Regulation (EU) 2016/2022,19,Other
32016R2030,"Regulation (EU, Euratom) 2016/2030",9,Criminal Justice & Fundamental Rights
32016R2031,Plant Health Regulation [Regulation (EU) 2016/2031],19,Other
32016R2071,Regulation (EU) 2016/2071,19,Other
32016R2214,Regulation (EU) 2016/2214,19,Other
32016R2251,Regulation (EU) 2016/2251,19,Other
32016R2286,Regulation (EU) 2016/2286,19,Other
32016R2340,Regulation (EU) 2016/2340,19,Other
32017L0159,Directive (EU) 2017/159,19,Other
32017L0541,Combating Terrorism Directive [Directive (EU) 2017/541],19,Other
32017L0593,Directive (EU) 2017/593,19,Other
32017L0738,Directive (EU) 2017/738,19,Other
32017L0774,Directive (EU) 2017/774,19,Other
32017L0828,Shareholder Rights Directive II [Directive (EU) 2017/828],5,"Financial Markets, Investment & Capital"
32017L0853,Directive (EU) 2017/853,19,Other
32017L0898,Directive (EU) 2017/898,19,Other
32017L1132,Company Law Directive [Directive (EU) 2017/1132],5,"Financial Markets, Investment & Capital"
32017L1371,PIF Directive [Directive (EU) 2017/1371],9,Criminal Justice & Fundamental Rights
32017L1564,Marrakesh Treaty Implementation Directive [Directive (EU) 2017/1564],3,"Digital Content, Media & Copyright"
32017L1852,Tax Dispute Resolution Directive [Directive (EU) 2017/1852],19,Other
32017L2103,Directive (EU) 2017/2103,19,Other
32017L2109,Directive (EU) 2017/2109,11,Transport & Mobility
32017L2110,Directive (EU) 2017/2110,19,Other
32017L2397,Inland Navigation Qualifications Directive [Directive (EU) 2017/2397],11,Transport & Mobility
32017L2398,Directive (EU) 2017/2398,19,Other
32017L2399,Directive (EU) 2017/2399,19,Other
32017R0040,Regulation (EU) 2017/40,19,Other
32017R0072,Regulation (EU) 2017/72,19,Other
32017R0079,Regulation (EU) 2017/79,19,Other
32017R0140,Regulation (EU) 2017/140,19,Other
32017R0180,Regulation (EU) 2017/180,19,Other
32017R0207,Regulation (EU) 2017/207,19,Other
32017R0208,Regulation (EU) 2017/208,19,Other
32017R0212,Regulation (EU) 2017/212,19,Other
32017R0331,Regulation (EU) 2017/331,19,Other
32017R0352,Port Services Regulation [Regulation (EU) 2017/352],11,Transport & Mobility
32017R0353,Regulation (EU) 2017/353,19,Other
32017R0373,Regulation (EU) 2017/373,19,Other
32017R0389,Regulation (EU) 2017/389,19,Other
32017R0390,Regulation (EU) 2017/390,19,Other
32017R0391,Regulation (EU) 2017/391,19,Other
32017R0392,Regulation (EU) 2017/392,19,Other
32017R0458,Regulation (EU) 2017/458,19,Other
32017R0492,Regulation (EU) 2017/492,19,Other
32017R0565,Regulation (EU) 2017/565,19,Other
32017R0566,Regulation (EU) 2017/566,19,Other
32017R0567,Regulation (EU) 2017/567,19,Other
32017R0568,Regulation (EU) 2017/568,19,Other
32017R0569,Regulation (EU) 2017/569,19,Other
32017R0570,Regulation (EU) 2017/570,19,Other
32017R0572,Regulation (EU) 2017/572,19,Other
32017R0573,Regulation (EU) 2017/573,19,Other
32017R0575,Regulation (EU) 2017/575,19,Other
32017R0576,Regulation (EU) 2017/576,19,Other
32017R0577,Regulation (EU) 2017/577,19,Other
32017R0578,Regulation (EU) 2017/578,19,Other
32017R0579,Regulation (EU) 2017/579,19,Other
32017R0580,Regulation (EU) 2017/580,19,Other
32017R0581,Regulation (EU) 2017/581,19,Other
32017R0582,Regulation (EU) 2017/582,19,Other
32017R0583,Regulation (EU) 2017/583,19,Other
32017R0584,Regulation (EU) 2017/584,19,Other
32017R0585,Regulation (EU) 2017/585,19,Other
32017R0586,Regulation (EU) 2017/586,19,Other
32017R0588,Regulation (EU) 2017/588,19,Other
32017R0589,Regulation (EU) 2017/589,19,Other
32017R0590,Regulation (EU) 2017/590,19,Other
32017R0610,Regulation (EU) 2017/610,19,Other
32017R0625,OCR - Official Controls Regulation [Regulation (EU) 2017/625],14,"Agriculture, Fisheries & Rural Development"
32017R0653,Regulation (EU) 2017/653,19,Other
32017R0716,Regulation (EU) 2017/716,19,Other
32017R0717,Regulation (EU) 2017/717,19,Other
32017R0745,MDR - Medical Devices Regulation [Regulation (EU) 2017/745],13,"Health, Medicines & Life Sciences"
32017R0746,IVDR - In Vitro Diagnostic Medical Devices Regulation [Regulation (EU) 2017/746],13,"Health, Medicines & Life Sciences"
32017R0747,Regulation (EU) 2017/747,19,Other
32017R0825,Regulation (EU) 2017/825,19,Other
32017R0867,Regulation (EU) 2017/867,19,Other
32017R0891,Regulation (EU) 2017/891,19,Other
32017R0979,Regulation (EU) 2017/979,19,Other
32017R0980,Regulation (EU) 2017/980,19,Other
32017R1001,EU Trade Mark Regulation [Regulation (EU) 2017/1001],8,Intellectual Property
32017R1004,Fisheries Data Collection Regulation [Regulation (EU) 2017/1004],14,"Agriculture, Fisheries & Rural Development"
32017R1018,Regulation (EU) 2017/1018,19,Other
32017R1128,Cross-Border Portability Regulation [Regulation (EU) 2017/1128],3,"Digital Content, Media & Copyright"
32017R1129,Prospectus Regulation [Regulation (EU) 2017/1129],5,"Financial Markets, Investment & Capital"
32017R1131,Money Market Funds Regulation [Regulation (EU) 2017/1131],5,"Financial Markets, Investment & Capital"
32017R1151,Regulation (EU) 2017/1151,19,Other
32017R1154,Regulation (EU) 2017/1154,19,Other
32017R1182,Regulation (EU) 2017/1182,19,Other
32017R1183,Regulation (EU) 2017/1183,19,Other
32017R1230,Regulation (EU) 2017/1230,19,Other
32017R1259,Regulation (EU) 2017/1259,19,Other
32017R1347,Regulation (EU) 2017/1347,19,Other
32017R1369,Energy Labelling Regulation [Regulation (EU) 2017/1369],12,"Environment, Energy & Climate"
32017R1370,Regulation (EU) 2017/1370,19,Other
32017R1422,Regulation (EU) 2017/1422,19,Other
32017R1469,Regulation (EU) 2017/1469,19,Other
32017R1509,Regulation (EU) 2017/1509,19,Other
32017R1538,Regulation (EU) 2017/1538,19,Other
32017R1563,Regulation (EU) 2017/1563,3,"Digital Content, Media & Copyright"
32017R1569,Regulation (EU) 2017/1569,19,Other
32017R1770,Regulation (EU) 2017/1770,19,Other
32017R1787,Regulation (EU) 2017/1787,19,Other
32017R1799,Regulation (EU) 2017/1799,19,Other
32017R1926,MMTIS - Multimodal Travel Information Services Delegated Regulation [Commission Delegated Regulation (EU) 2017/1926],19,Other
32017R1938,Gas Security of Supply Regulation [Regulation (EU) 2017/1938],19,Other
32017R1939,EPPO Regulation [Council Regulation (EU) 2017/1939],19,Other
32017R1940,Regulation (EU) 2017/1940,19,Other
32017R1943,Regulation (EU) 2017/1943,19,Other
32017R1946,Regulation (EU) 2017/1946,19,Other
32017R1991,Regulation (EU) 2017/1991,19,Other
32017R2055,Regulation (EU) 2017/2055,19,Other
32017R2063,Regulation (EU) 2017/2063,19,Other
32017R2092,Regulation (EU) 2017/2092,19,Other
32017R2107,Regulation (EU) 2017/2107,19,Other
32017R2154,Regulation (EU) 2017/2154,19,Other
32017R2188,Regulation (EU) 2017/2188,19,Other
32017R2194,Regulation (EU) 2017/2194,19,Other
32017R2225,EES Schengen Borders Code Amendment Regulation [Regulation (EU) 2017/2225],10,"Migration, Asylum & Border Management"
32017R2226,EES Regulation [Regulation (EU) 2017/2226],10,"Migration, Asylum & Border Management"
32017R2358,Regulation (EU) 2017/2358,19,Other
32017R2359,Regulation (EU) 2017/2359,19,Other
32017R2361,Regulation (EU) 2017/2361,19,Other
32017R2364,Regulation (EU) 2017/2364,19,Other
32017R2365,Regulation (EU) 2017/2365,19,Other
32017R2366,Regulation (EU) 2017/2366,19,Other
32017R2393,Regulation (EU) 2017/2393,19,Other
32017R2394,Consumer Protection Cooperation Regulation [Regulation (EU) 2017/2394],7,Consumer Rights & Internal Market
32017R2395,Regulation (EU) 2017/2395,19,Other
32017R2396,Regulation (EU) 2017/2396,5,"Financial Markets, Investment & Capital"
32017R2400,Regulation (EU) 2017/2400,19,Other
32017R2401,Regulation (EU) 2017/2401,19,Other
32017R2402,Securitisation Regulation [Regulation (EU) 2017/2402],5,"Financial Markets, Investment & Capital"
32017R2403,External Fishing Fleets Regulation [Regulation (EU) 2017/2403],11,Transport & Mobility
32017R2417,Regulation (EU) 2017/2417,19,Other
32018L0131,Directive (EU) 2018/131,19,Other
32018L0410,EU ETS Amendment Directive [Directive (EU) 2018/410],19,Other
32018L0411,Directive (EU) 2018/411,19,Other
32018L0645,Directive (EU) 2018/645,11,Transport & Mobility
32018L0725,Directive (EU) 2018/725,19,Other
32018L0822,DAC6 Directive [Directive (EU) 2018/822],19,Other
32018L0843,AML5 [Directive (EU) 2018/843] [amended by AML6],6,"Banking, Payments, Insurance & AML"
32018L0844,Directive (EU) 2018/844,19,Other
32018L0852,Directive (EU) 2018/852,19,Other
32018L0958,Proportionality Test Directive [Directive (EU) 2018/958],19,Other
32018L0970,Directive (EU) 2018/970,19,Other
32018L1673,Anti-Money Laundering Criminal Law Directive [Directive (EU) 2018/1673],6,"Banking, Payments, Insurance & AML"
32018L1808,AVMSD [Directive (EU) 2018/1808],3,"Digital Content, Media & Copyright"
32018L1972,EECC - European Electronic Communications Code [Directive (EU) 2018/1972],2,Platform Regulation & Digital Markets
32018L2001,Renewable Energy Directive [Directive (EU) 2018/2001],19,Other
32018R0032,Regulation (EU) 2018/32,19,Other
32018R0033,Regulation (EU) 2018/33,19,Other
32018R0034,Regulation (EU) 2018/34,19,Other
32018R0064,Regulation (EU) 2018/64,19,Other
32018R0065,Regulation (EU) 2018/65,19,Other
32018R0066,Regulation (EU) 2018/66,19,Other
32018R0067,Regulation (EU) 2018/67,19,Other
32018R0171,Regulation (EU) 2018/171,19,Other
32018R0221,Regulation (EU) 2018/221,19,Other
32018R0273,Regulation (EU) 2018/273,19,Other
32018R0275,Regulation (EU) 2018/275,19,Other
32018R0302,Geo-Blocking Regulation [Regulation (EU) 2018/302],19,Other
32018R0344,Regulation (EU) 2018/344,19,Other
32018R0345,Regulation (EU) 2018/345,19,Other
32018R0389,Regulation (EU) 2018/389,19,Other
32018R0395,Regulation (EU) 2018/395,19,Other
32018R0405,Regulation (EU) 2018/405,19,Other
32018R0455,Regulation (EU) 2018/455,19,Other
32018R0480,Regulation (EU) 2018/480,19,Other
32018R0541,Regulation (EU) 2018/541,19,Other
32018R0545,Regulation (EU) 2018/545,19,Other
32018R0582,Regulation (EU) 2018/582,19,Other
32018R0631,Regulation (EU) 2018/631,19,Other
32018R0644,Cross-Border Parcel Delivery Regulation [Regulation (EU) 2018/644],19,Other
32018R0647,Regulation (EU) 2018/647,19,Other
32018R0683,Regulation (EU) 2018/683,19,Other
32018R0728,Regulation (EU) 2018/728,19,Other
32018R0763,Regulation (EU) 2018/763,19,Other
32018R0764,Regulation (EU) 2018/764,19,Other
32018R0841,LULUCF Regulation [Regulation (EU) 2018/841],19,Other
32018R0848,Organic Production Regulation [Regulation (EU) 2018/848],19,Other
32018R0858,Motor Vehicle Type Approval Regulation [Regulation (EU) 2018/858],19,Other
32018R0867,Regulation (EU) 2018/867,19,Other
32018R0868,Regulation (EU) 2018/868,19,Other
32018R0932,Regulation (EU) 2018/932,19,Other
32018R0946,Regulation (EU) 2018/946,19,Other
32018R0959,Regulation (EU) 2018/959,19,Other
32018R0990,Regulation (EU) 2018/990,19,Other
32018R1046,"Financial Regulation [Regulation (EU, Euratom) 2018/1046]",19,Other
32018R1091,Regulation (EU) 2018/1091,19,Other
32018R1139,EASA Basic Regulation [Regulation (EU) 2018/1139],19,Other
32018R1229,Regulation (EU) 2018/1229,19,Other
32018R1240,ETIAS Regulation [Regulation (EU) 2018/1240],19,Other
32018R1241,Regulation (EU) 2018/1241,19,Other
32018R1541,Regulation (EU) 2018/1541,19,Other
32018R1542,Chemical Weapons Sanctions Regulation [Regulation (EU) 2018/1542],19,Other
32018R1637,Regulation (EU) 2018/1637,19,Other
32018R1638,Regulation (EU) 2018/1638,19,Other
32018R1639,Regulation (EU) 2018/1639,19,Other
32018R1640,Regulation (EU) 2018/1640,19,Other
32018R1641,Regulation (EU) 2018/1641,19,Other
32018R1642,Regulation (EU) 2018/1642,19,Other
32018R1643,Regulation (EU) 2018/1643,19,Other
32018R1644,Regulation (EU) 2018/1644,19,Other
32018R1645,Regulation (EU) 2018/1645,19,Other
32018R1646,Regulation (EU) 2018/1646,19,Other
32018R1672,Cash Controls Regulation [Regulation (EU) 2018/1672],19,Other
32018R1717,Regulation (EU) 2018/1717,19,Other
32018R1718,Regulation (EU) 2018/1718,19,Other
32018R1724,SDG Regulation [Regulation (EU) 2018/1724],19,Other
32018R1725,EUDPR - EU Institutions Data Protection Regulation [Regulation (EU) 2018/1725],0,Data Protection & Privacy
32018R1726,eu-LISA Regulation 2018 [Regulation (EU) 2018/1726],19,Other
32018R1727,Eurojust Regulation [Regulation (EU) 2018/1727],19,Other
32018R1728,Regulation (EU) 2018/1728,19,Other
32018R1795,Regulation (EU) 2018/1795,19,Other
32018R1799,Regulation (EU) 2018/1799,19,Other
32018R1805,Freezing and Confiscation Orders Regulation [Regulation (EU) 2018/1805],19,Other
32018R1806,Visa List Regulation [Regulation (EU) 2018/1806],19,Other
32018R1807,FFNPD - Free Flow Of Non-Personal Regulation [Regulation (EU) 2018/1807],1,"AI, Data Economy & Digital Identity"
32018R1832,Regulation (EU) 2018/1832,19,Other
32018R1845,Regulation (EU) 2018/1845,19,Other
32018R1860,SIS Regulation [Regulation (EU) 2018/1860],19,Other
32018R1861,SIS Regulation [Regulation (EU) 2018/1861],19,Other
32018R1862,SIS Regulation [Regulation (EU) 2018/1862],19,Other
32018R1971,BEREC Regulation [Regulation (EU) 2018/1971],19,Other
32018R1999,Energy Union Governance Regulation [Regulation (EU) 2018/1999],12,"Environment, Energy & Climate"
32018R2066,Regulation (EU) 2018/2066,19,Other
32018R2067,Regulation (EU) 2018/2067,19,Other
32019L0001,ECN Plus Directive [Directive (EU) 2019/1],19,Other
32019L0130,Directive (EU) 2019/130,19,Other
32019L0520,EETS Directive [Directive (EU) 2019/520],11,Transport & Mobility
32019L0633,Unfair Trading Practices Directive [Directive (EU) 2019/633],7,Consumer Rights & Internal Market
32019L0713,Non-Cash Payment Fraud Directive [Directive (EU) 2019/713],19,Other
32019L0770,DCD - Digital Content Directive [Directive (EU) 2019/770],2,Platform Regulation & Digital Markets
32019L0771,SGD - Sale Of Goods Directive [Directive (EU) 2019/771],19,Other
32019L0789,Online Broadcasting Directive [Directive (EU) 2019/789],19,Other
32019L0790,DSM Directive [Directive (EU) 2019/790],3,"Digital Content, Media & Copyright"
32019L0878,CRD V Directive [Directive (EU) 2019/878],6,"Banking, Payments, Insurance & AML"
32019L0879,BRRD2 Directive [Directive (EU) 2019/879],19,Other
32019L0882,European Accessibility Act [Directive (EU) 2019/882],19,Other
32019L0884,ECRIS-TCN Directive [Directive (EU) 2019/884],19,Other
32019L0904,Single-Use Plastics Directive [Directive (EU) 2019/904],19,Other
32019L0944,Electricity Directive [Directive (EU) 2019/944],12,"Environment, Energy & Climate"
32019L0983,Directive (EU) 2019/983,19,Other
32019L0997,Directive (EU) 2019/997,19,Other
32019L1023,Preventive Restructuring Directive [Directive (EU) 2019/1023],19,Other
32019L1024,Open Data Directive [Directive (EU) 2019/1024],2,Platform Regulation & Digital Markets
32019L1151,Digital Company Law Directive [Directive (EU) 2019/1151],5,"Financial Markets, Investment & Capital"
32019L1152,Transparent and Predictable Working Conditions Directive [Directive (EU) 2019/1152],19,Other
32019L1153,Financial Information Directive [Directive (EU) 2019/1153],19,Other
32019L1158,Work-Life Balance Directive [Directive (EU) 2019/1158],19,Other
32019L1159,Directive (EU) 2019/1159,19,Other
32019L1160,Directive (EU) 2019/1160,19,Other
32019L1922,Directive (EU) 2019/1922,19,Other
32019L1929,Directive (EU) 2019/1929,19,Other
32019L1937,Whistleblowing Directive [Directive (EU) 2019/1937],9,Criminal Justice & Fundamental Rights
32019L2034,Investment Firms Directive [Directive (EU) 2019/2034],5,"Financial Markets, Investment & Capital"
32019L2121,Cross-Border Mobility Directive [Directive (EU) 2019/2121],19,Other
32019L2161,Omnibus Directive [Directive (EU) 2019/2161],7,Consumer Rights & Internal Market
32019L2162,Covered Bonds Directive [Directive (EU) 2019/2162],6,"Banking, Payments, Insurance & AML"
32019L2177,Solvency II [Directive (EU) 2019/2177],6,"Banking, Payments, Insurance & AML"
32019R0005,Regulation (EU) 2019/5,19,Other
32019R0006,Veterinary Medicinal Products Regulation [Regulation (EU) 2019/6],19,Other
32019R0033,Regulation (EU) 2019/33,19,Other
32019R0034,Regulation (EU) 2019/34,19,Other
32019R0124,Regulation (EU) 2019/124,19,Other
32019R0125,Anti-Torture Trade Regulation [Regulation (EU) 2019/125],19,Other
32019R0126,Regulation (EU) 2019/126,19,Other
32019R0127,Regulation (EU) 2019/127,19,Other
32019R0128,Regulation (EU) 2019/128,19,Other
32019R0317,Regulation (EU) 2019/317,19,Other
32019R0318,Regulation (EU) 2019/318,19,Other
32019R0320,Regulation (EU) 2019/320,19,Other
32019R0348,Regulation (EU) 2019/348,19,Other
32019R0356,Regulation (EU) 2019/356,19,Other
32019R0357,Regulation (EU) 2019/357,19,Other
32019R0358,Regulation (EU) 2019/358,19,Other
32019R0359,Regulation (EU) 2019/359,19,Other
32019R0360,Regulation (EU) 2019/360,19,Other
32019R0361,Regulation (EU) 2019/361,19,Other
32019R0411,Regulation (EU) 2019/411,19,Other
32019R0442,Regulation (EU) 2019/442,19,Other
32019R0452,FDI Screening Regulation [Regulation (EU) 2019/452],19,Other
32019R0460,Regulation (EU) 2019/460,19,Other
32019R0463,Regulation (EU) 2019/463,19,Other
32019R0464,Regulation (EU) 2019/464,19,Other
32019R0473,EFCA Regulation [Regulation (EU) 2019/473],19,Other
32019R0478,Regulation (EU) 2019/478,19,Other
32019R0497,Regulation (EU) 2019/497,19,Other
32019R0498,Regulation (EU) 2019/498,19,Other
32019R0515,Mutual Recognition of Goods Regulation [Regulation (EU) 2019/515],19,Other
32019R0516,GNI Regulation [Regulation (EU) 2019/516],19,Other
32019R0517,Regulation (EU) 2019/517,19,Other
32019R0554,Regulation (EU) 2019/554,19,Other
32019R0630,Regulation (EU) 2019/630,19,Other
32019R0715,Regulation (EU) 2019/715,19,Other
32019R0772,Regulation (EU) 2019/772,19,Other
