celex,readable_name,cluster_id,cluster_name
32008R0767,VIS Regulation [Regulation (EC) No 767/2008],10,"Migration, Asylum & Border Management"
32008R0889,Regulation (EC) No 889/2008,19,Other
32008R1005,IUU Fishing Regulation [Regulation (EC) No 1005/2008],19,Other
32008R1008,Air Services Regulation [Regulation (EC) No 1008/2008],19,Other
32008R1103,Regulation (EC) No 1103/2008,19,Other
32008R1137,Regulation (EC) No 1137/2008,19,Other
32008R1190,Regulation (EC) No 1190/2008,19,Other
32008R1205,Regulation (EC) No 1205/2008,19,Other
32008R1272,CLP Regulation [Regulation (EC) No 1272/2008],19,Other
32008R1333,Food Additives Regulation [Regulation (EC) No 1333/2008],19,Other
32008R1334,Flavourings Regulation [Regulation (EC) No 1334/2008],19,Other
32008R1338,Regulation (EC) No 1338/2008,19,Other
32008R1339,European Training Foundation Regulation [Regulation (EC) No 1339/2008],15,EU Institutional Framework & Funding
32009D0917,CIS JHA [Council Decision 2009/917/JHA],19,Other
32009F0315,Convention 2009/315/JHA,9,Criminal Justice & Fundamental Rights
32009F0829,Council Framework Decision 2009/829/JHA,9,Criminal Justice & Fundamental Rights
32009F0905,Convention 2009/905/JHA,9,Criminal Justice & Fundamental Rights
32009L0013,Maritime Labour Convention Directive [Directive 2009/13/EC],19,Other
32009L0016,Port State Control Directive [Directive 2009/16/EC],19,Other
32009L0018,Directive 2009/18/EC,11,Transport & Mobility
32009L0021,Directive 2009/21/EC,19,Other
32009L0022,Injunctions Directive [Directive 2009/22/EC],19,Other
32009L0029,Directive 2009/29/EC,19,Other
32009L0031,CCS Directive [Directive 2009/31/EC],19,Other
32009L0032,Directive 2009/32/EC,19,Other
32009L0038,European Works Councils Directive [Directive 2009/38/EC],19,Other
32009L0040,Directive 2009/40/EC,19,Other
32009L0041,Directive 2009/41/EC,19,Other
32009L0042,Directive 2009/42/EC,19,Other
32009L0048,Toy Safety Directive [Directive 2009/48/EC],19,Other
32009L0052,Employer Sanctions Directive [Directive 2009/52/EC],19,Other
32009L0054,Directive 2009/54/EC,19,Other
32009L0065,UCITS Directive [Directive 2009/65/EC],19,Other
32009L0073,Gas Directive [Directive 2009/73/EC],19,Other
32009L0081,Defence Procurement Directive [Directive 2009/81/EC],19,Other
32009L0100,Directive 2009/100/EC,19,Other
32009L0101,Directive 2009/101/EC,19,Other
32009L0102,Directive 2009/102/EC,19,Other
32009L0103,Motor Insurance Directive [Directive 2009/103/EC],19,Other
32009L0109,Directive 2009/109/EC,19,Other
32009L0110,e-Money Directive [Directive 2009/110/EC],19,Other
32009L0119,Oil Stocks Directive [Directive 2009/119/EC],19,Other
32009L0123,Directive 2009/123/EC,19,Other
32009L0125,Ecodesign Directive [Directive 2009/125/EC],19,Other
32009L0127,Directive 2009/127/EC,19,Other
32009L0128,Sustainable Use of Pesticides Directive [Directive 2009/128/EC],19,Other
32009L0136,Cookie Directive [Directive 2009/136/EC],19,Other
32009L0138,Solvency II Directive [Directive 2009/138/EC],19,Other
32009L0140,Better Regulation Directive [Directive 2009/140/EC],19,Other
32009R0072,Regulation (EC) No 72/2009,19,Other
32009R0073,Regulation (EC) No 73/2009,19,Other
32009R0207,Community Trade Mark Regulation [Regulation (EC) No 207/2009],19,Other
32009R0217,Regulation (EC) No 217/2009,19,Other
32009R0218,Regulation (EC) No 218/2009,19,Other
32009R0219,Regulation (EC) No 219/2009,19,Other
32009R0223,European Statistics Regulation [Regulation (EC) No 223/2009],15,EU Institutional Framework & Funding
32009R0279,Regulation (EC) No 279/2009,19,Other
32009R0392,Regulation (EC) No 392/2009,11,Transport & Mobility
32009R0428,Dual-Use Regulation [Regulation (EC) No 428/2009],19,Other
32009R0444,Regulation (EC) No 444/2009,19,Other
32009R0470,Regulation (EC) No 470/2009,19,Other
32009R0471,Regulation (EC) No 471/2009,19,Other
32009R0480,"Regulation (EC, Euratom) No 480/2009",19,Other
32009R0491,Regulation (EC) No 491/2009,19,Other
32009R0595,Euro VI Regulation [Regulation (EC) No 595/2009],19,Other
32009R0596,Regulation (EC) No 596/2009,15,EU Institutional Framework & Funding
32009R0619,Regulation (EC) No 619/2009,19,Other
32009R0662,Regulation (EC) No 662/2009,19,Other
32009R0663,Regulation (EC) No 663/2009,19,Other
32009R0715,Gas Transmission Networks Regulation [Regulation (EC) No 715/2009],19,Other
32009R0810,Visa Code [Regulation (EC) No 810/2009],10,"Migration, Asylum & Border Management"
32009R0880,Regulation (EC) No 880/2009,19,Other
32009R0967,Regulation (EC) No 967/2009,19,Other
32009R0976,Regulation (EC) No 976/2009,19,Other
32009R0987,Social Security Coordination Implementing Regulation [Regulation (EC) No 987/2009],7,Consumer Rights & Internal Market
32009R1005,Ozone Regulation [Regulation (EC) No 1005/2009],19,Other
32009R1010,Regulation (EC) No 1010/2009,19,Other
32009R1060,Credit Rating Agencies Regulation [Regulation (EC) No 1060/2009],5,"Financial Markets, Investment & Capital"
32009R1069,Animal By-Products Regulation [Regulation (EC) No 1069/2009],19,Other
32009R1099,Animal Slaughter Regulation [Regulation (EC) No 1099/2009],19,Other
32009R1107,Plant Protection Products Regulation [Regulation (EC) No 1107/2009],19,Other
32009R1122,Regulation (EC) No 1122/2009,19,Other
32009R1144,Regulation (EC) No 1144/2009,19,Other
32009R1177,Regulation (EC) No 1177/2009,19,Other
32009R1217,Farm Sustainability Data Network Council Regulation [Council Regulation (EC) No 1217/2009],19,Other
32009R1221,EMAS Regulation [Regulation (EC) No 1221/2009],19,Other
32009R1223,Cosmetic Products Regulation [Regulation (EC) No 1223/2009],19,Other
32009R1224,Fisheries Control Regulation [Regulation (EC) No 1224/2009],19,Other
32009R1286,Regulation (EU) No 1286/2009,19,Other
32010L0013,AVMSD - Audiovisual Media Services Directive [Directive 2010/13/EU],19,Other
32010L0024,Directive 2010/24/EU,19,Other
32010L0030,Energy Labelling Directive [Directive 2010/30/EU],19,Other
32010L0031,Energy Performance of Buildings Directive [Directive 2010/31/EU],19,Other
32010L0035,Transportable Pressure Equipment Directive [Directive 2010/35/EU],19,Other
32010L0040,ITS Directive [Directive 2010/40/EU],11,Transport & Mobility
32010L0041,Self-Employed Equal Treatment Directive [Directive 2010/41/EU],19,Other
32010L0045,Council Directive 2010/45/EU,6,"Banking, Payments, Insurance & AML"
32010L0053,Organ Donation Directive [Directive 2010/45/EU],19,Other
32010L0064,Right to Interpretation and Translation Directive [Directive 2010/64/EU],19,Other
32010L0065,Ship Reporting Formalities Directive [Directive 2010/65/EU],19,Other
32010L0073,Directive 2010/73/EU,19,Other
32010L0075,Industrial Emissions Directive [Directive 2010/75/EU],19,Other
32010L0076,Capital Requirements Directive III [Directive 2010/76/EU],19,Other
32010L0078,Directive 2010/78/EU,19,Other
32010L0084,Pharmacovigilance Directive [Directive 2010/84/EU],13,"Health, Medicines & Life Sciences"
32010R0066,EU Ecolabel Regulation [Regulation (EC) No 66/2010],19,Other
32010R0265,Regulation (EU) No 265/2010,19,Other
32010R0268,Regulation (EU) No 268/2010,19,Other
32010R0273,Regulation (EU) No 273/2010,19,Other
32010R0356,Regulation (EU) No 356/2010,19,Other
32010R0439,European Asylum Support Office Regulation [Regulation (EU) No 439/2010],19,Other
32010R0617,"Regulation (EU, Euratom) No 617/2010",19,Other
32010R0837,Regulation (EU) No 837/2010,19,Other
32010R0904,VAT Administrative Cooperation Regulation [Regulation (EU) No 904/2010],19,Other
32010R0913,Regulation (EU) No 913/2010,19,Other
32010R0961,Regulation (EU) No 961/2010,19,Other
32010R0995,EU Timber Regulation [Regulation (EU) No 995/2010],19,Other
32010R0996,Civil Aviation Accident Investigation Regulation [Regulation (EU) No 996/2010],11,Transport & Mobility
32010R1031,Regulation (EU) No 1031/2010,19,Other
32010R1071,Regulation (EU) No 1071/2010,19,Other
32010R1088,Regulation (EU) No 1088/2010,19,Other
32010R1089,Regulation (EU) No 1089/2010,19,Other
32010R1092,European Systemic Risk Board Regulation [Regulation (EU) No 1092/2010],19,Other
32010R1093,EBA Regulation [Regulation (EU) No 1093/2010],5,"Financial Markets, Investment & Capital"
32010R1094,EIOPA Regulation [Regulation (EU) No 1094/2010],5,"Financial Markets, Investment & Capital"
32010R1095,ESMA Regulation [Regulation (EU) No 1095/2010],5,"Financial Markets, Investment & Capital"
32010R1177,Maritime Passenger Rights Regulation [Regulation (EU) No 1177/2010],11,Transport & Mobility
32010R1231,Regulation (EU) No 1231/2010,19,Other
32010R1235,Pharmacovigilance Amending Regulation [Regulation (EU) No 1235/2010],13,"Health, Medicines & Life Sciences"
32010R1244,Regulation (EU) No 1244/2010,19,Other
32010R1259,Rome III Regulation [Regulation (EU) No 1259/2010],19,Other
32011L0016,DAC [Directive 2011/16/EU],19,Other
32011L0024,Cross-border Healthcare Directive [Directive 2011/24/EU],13,"Health, Medicines & Life Sciences"
32011L0035,Directive 2011/35/EU,19,Other
32011L0036,Anti-Trafficking Directive [Directive 2011/36/EU],19,Other
32011L0051,Directive 2011/51/EU,19,Other
32011L0061,AIFMD - Alternative Investment Fund Managers Directive [Directive 2011/61/EU],5,"Financial Markets, Investment & Capital"
32011L0062,Falsified Medicines Directive [Directive 2011/62/EU],13,"Health, Medicines & Life Sciences"
32011L0065,RoHS Directive [Directive 2011/65/EU],19,Other
32011L0082,Directive 2011/82,19,Other
32011L0083,Consumer Rights Directive [Directive 2011/83/EU],7,Consumer Rights & Internal Market
32011L0089,Directive 2011/89/EU,19,Other
32011L0090,Directive 2011/90/EU,19,Other
32011L0093,Child Sexual Abuse Directive [Directive 2011/93/EU],19,Other
32011L0095,Qualification Directive [Directive 2011/95/EU],19,Other
32011L0098,Single Permit Directive [Directive 2011/98/EU],19,Other
32011L0099,European Protection Order Directive [Directive 2011/99/EU],9,Criminal Justice & Fundamental Rights
32011R0019,Regulation (EU) No 19/2011,19,Other
32011R0025,Regulation (EU) No 25/2011,19,Other
32011R0084,Regulation (EU) No 84/2011,19,Other
32011R0101,Regulation (EU) No 101/2011,19,Other
32011R0102,Regulation (EU) No 102/2011,19,Other
32011R0181,Bus and Coach Passengers Rights Regulation [Regulation (EU) No 181/2011],11,Transport & Mobility
32011R0204,Regulation (EU) No 204/2011,19,Other
32011R0208,Regulation (EU) No 208/2011,19,Other
32011R0211,European Citizens Initiative Regulation [Regulation (EU) No 211/2011],19,Other
32011R0213,Regulation (EU) No 213/2011,19,Other
32011R0269,Regulation (EU) No 269/2011,19,Other
32011R0270,Regulation (EU) No 270/2011,19,Other
32011R0305,Construction Products Regulation [Regulation (EU) No 305/2011],19,Other
32011R0333,Regulation (EU) No 333/2011,19,Other
32011R0359,Regulation (EU) No 359/2011,19,Other
32011R0390,Regulation (EU) No 390/2011,19,Other
32011R0442,Regulation (EU) No 442/2011,19,Other
32011R0492,Workers Free Movement Regulation [Regulation (EU) No 492/2011],19,Other
32011R0513,Credit Rating Agencies Amending Regulation [Regulation (EU) No 513/2011],5,"Financial Markets, Investment & Capital"
32011R0566,Regulation (EU) No 566/2011,19,Other
32011R0582,Regulation (EU) No 582/2011,19,Other
32011R0656,Regulation (EU) No 656/2011,19,Other
32011R0661,Regulation (EU) No 661/2011,19,Other
32011R0692,Regulation (EU) No 692/2011,19,Other
32011R0753,Regulation (EU) No 753/2011,19,Other
32011R0754,Regulation (EU) No 754/2011,19,Other
32011R0977,Regulation (EU) No 977/2011,19,Other
32011R1007,Textile Labelling Regulation [Regulation (EU) No 1007/2011],19,Other
32011R1077,eu-LISA Regulation [Regulation (EU) No 1077/2011],19,Other
32011R1141,Regulation (EU) No 1141/2011,19,Other
32011R1169,Food Information to Consumers Regulation [Regulation (EU) No 1169/2011],19,Other
32011R1176,Macroeconomic Imbalances Regulation [Regulation (EU) No 1176/2011],19,Other
32011R1178,Regulation (EU) No 1178/2011,19,Other
32011R1179,Regulation (EU) No 1179/2011,19,Other
32011R1214,Regulation (EU) No 1214/2011,19,Other
32011R1227,REMIT Regulation [Regulation (EU) No 1227/2011],5,"Financial Markets, Investment & Capital"
32011R1251,Regulation (EU) No 1251/2011,19,Other
32011R1286,Regulation (EU) No 1286/2011,11,Transport & Mobility
32012L0007,Commission Directive 2012/7/EU,19,Other
32012L0013,Right to Information in Criminal Proceedings Directive [Directive 2012/13/EU],9,Criminal Justice & Fundamental Rights
32012L0017,Directive 2012/17/EU,19,Other
32012L0018,Seveso III Directive [Directive 2012/18/EU],19,Other
32012L0027,Energy Efficiency Directive [Directive 2012/27/EU],19,Other
32012L0028,Orphan Works Directive [Directive 2012/28/EU],19,Other
32012L0029,Victims' Rights Directive [Directive 2012/29/EU],19,Other
32012L0030,Directive 2012/30/EU,19,Other
32012L0034,Single European Railway Area Directive [Directive 2012/34/EU],19,Other
32012R0064,Regulation (EU) No 64/2012,19,Other
32012R0070,Regulation (EU) No 70/2012,19,Other
32012R0154,Regulation (EU) No 154/2012,19,Other
32012R0236,Short Selling Regulation [Regulation (EU) No 236/2012],5,"Financial Markets, Investment & Capital"
32012R0258,EU Firearms Regulation [Regulation (EU) No 258/2012],9,Criminal Justice & Fundamental Rights
32012R0260,SEPA Regulation [Regulation (EU) No 260/2012],6,"Banking, Payments, Insurance & AML"
32012R0267,Regulation (EU) No 267/2012,19,Other
32012R0350,Regulation (EU) No 350/2012,19,Other
32012R0363,Regulation (EU) No 363/2012,19,Other
32012R0377,Regulation (EU) No 377/2012,19,Other
32012R0386,Regulation (EU) No 386/2012,8,Intellectual Property
32012R0389,Regulation (EU) No 389/2012,19,Other
32012R0459,Regulation (EU) No 459/2012,19,Other
32012R0465,Regulation (EU) No 465/2012,19,Other
32012R0528,Biocidal Products Regulation [Regulation (EU) No 528/2012],19,Other
32012R0531,Roaming Regulation [Regulation (EU) No 531/2012],19,Other
32012R0623,Regulation (EU) No 623/2012,19,Other
32012R0646,Regulation (EU) No 646/2012,19,Other
32012R0648,EMIR - European Market Infrastructure Regulation [Regulation (EU) No 648/2012],5,"Financial Markets, Investment & Capital"
32012R0650,Succession Regulation [Regulation (EU) No 650/2012],19,Other
32012R0674,Regulation (EU) No 674/2012,19,Other
32012R0748,Regulation (EU) No 748/2012,19,Other
32012R0872,Regulation (EU) No 872/2012,19,Other
32012R0946,Regulation (EU) No 946/2012,19,Other
32012R0965,Regulation (EU) No 965/2012,19,Other
32012R1024,IMI Regulation [Regulation (EU) No 1024/2012],7,Consumer Rights & Internal Market
32012R1025,European Standardization Regulation [Regulation (EU) No 1025/2012],19,Other
32012R1027,Regulation (EU) No 1027/2012,19,Other
32012R1151,Quality Schemes Regulation [Regulation (EU) No 1151/2012],19,Other
32012R1179,Regulation (EU) No 1179/2012,19,Other
32012R1215,Brussels I Recast [Regulation (EU) No 1215/2012],7,Consumer Rights & Internal Market
32012R1224,Regulation (EU) No 1224/2012,19,Other
32012R1268,Regulation (EU) No 1268/2012,19,Other
32013L0001,Council Directive 2013/1/EU,19,Other
32013L0002,Commission Directive 2013/2/EU,19,Other
32013L0011,ADR Consumer Directive [Directive 2013/11/EU],19,Other
32013L0014,Directive 2013/14/EU,19,Other
32013L0016,Council Directive 2013/16/EU,19,Other
32013L0020,Directive 2013/20/EU,19,Other
32013L0022,Directive 2013/22/EU,19,Other
32013L0024,Directive 2013/24/EU,19,Other
32013L0025,Directive 2013/25/EU,19,Other
32013L0029,Pyrotechnic Articles Directive [Directive 2013/29/EU],19,Other
32013L0030,Offshore Safety Directive [Directive 2013/30/EU],19,Other
32013L0032,Asylum Procedures Directive [Directive 2013/32/EU],10,"Migration, Asylum & Border Management"
32013L0033,Reception Conditions Directive [Directive 2013/33/EU],19,Other
32013L0034,Accounting Directive [Directive 2013/34/EU],19,Other
32013L0035,Electromagnetic Fields Directive [Directive 2013/35/EU],19,Other
32013L0036,CRD IV [Directive 2013/36/EU],6,"Banking, Payments, Insurance & AML"
32013L0040,Attacks Against Information Systems Directive [Directive 2013/40/EU],19,Other
32013L0048,Access to a Lawyer Directive [Directive 2013/48/EU],19,Other
32013L0050,Transparency Directive Amendment [Directive 2013/50/EU],5,"Financial Markets, Investment & Capital"
32013L0053,Recreational Craft Directive [Directive 2013/53/EU],19,Other
32013L0055,Directive 2013/55/EU,19,Other
32013L0064,Council Directive 2013/64/EU,19,Other
32013R0057,Regulation (EU) No 57/2013,19,Other
32013R0167,Regulation (EU) No 167/2013,19,Other
32013R0168,Regulation (EU) No 168/2013,19,Other
32013R0216,Regulation (EU) No 216/2013,19,Other
32013R0228,POSEI Regulation [Regulation (EU) No 228/2013],19,Other
32013R0231,Regulation (EU) No 231/2013,19,Other
32013R0345,EuVECA Regulation [Regulation (EU) No 345/2013],5,"Financial Markets, Investment & Capital"
32013R0346,EuSEF Regulation [Regulation (EU) No 346/2013],5,"Financial Markets, Investment & Capital"
32013R0347,TEN-E Regulation [Regulation (EU) No 347/2013],19,Other
32013R0402,Regulation (EU) No 402/2013,19,Other
32013R0462,Regulation (EU) No 462/2013,5,"Financial Markets, Investment & Capital"
32013R0472,Regulation (EU) No 472/2013,19,Other
32013R0473,Regulation (EU) No 473/2013,19,Other
32013R0517,Regulation (EU) No 517/2013,19,Other
32013R0519,Regulation (EU) No 519/2013,19,Other
32013R0524,Consumer ODR Regulation [Regulation (EU) No 524/2013],7,Consumer Rights & Internal Market
32013R0557,Regulation (EU) No 557/2013,19,Other
32013R0575,CRR - Capital Requirements Regulation [Regulation (EU) No 575/2013],5,"Financial Markets, Investment & Capital"
32013R0603,Eurodac Regulation [Regulation (EU) No 603/2013],10,"Migration, Asylum & Border Management"
32013R0604,Dublin III Regulation [Regulation (EU) No 604/2013],10,"Migration, Asylum & Border Management"
32013R0606,Regulation (EU) No 606/2013,7,Consumer Rights & Internal Market
32013R0608,Customs Enforcement of Intellectual Property Rights Regulation [Regulation (EU) No 608/2013],8,Intellectual Property
32013R0609,Regulation (EU) No 609/2013,19,Other
32013R0610,Schengen Borders Code Amendment Regulation [Regulation (EU) No 610/2013],10,"Migration, Asylum & Border Management"
32013R0659,Regulation (EU) No 659/2013,19,Other
32013R0679,Regulation (EU) No 679/2013,19,Other
32013R0681,Regulation (EU) No 681/2013,19,Other
32013R0715,Regulation (EU) No 715/2013,19,Other
32013R0883,"OLAF Regulation [Regulation (EU, Euratom) No 883/2013]",19,Other
32013R0920,Regulation (EU) No 920/2013,19,Other
32013R0952,Union Customs Code [Regulation (EU) No 952/2013] [Recast],19,Other
32013R1002,Regulation (EU) No 1002/2013,19,Other
32013R1022,Regulation (EU) No 1022/2013,19,Other
32013R1023,"Staff Regulations Amendment Regulation [Regulation (EU, Euratom) No 1023/2013]",15,EU Institutional Framework & Funding
32013R1024,SSM Regulation [Regulation (EU) No 1024/2013],19,Other
32013R1051,Regulation (EU) No 1051/2013,19,Other
32013R1052,Eurosur Regulation [Regulation (EU) No 1052/2013],19,Other
32013R1159,Regulation (EU) No 1159/2013,19,Other
32013R1253,Regulation (EU) No 1253/2013,19,Other
32013R1257,Ship Recycling Regulation [Regulation (EU) No 1257/2013],19,Other
32013R1258,Regulation (EU) No 1258/2013,19,Other
32013R1259,Regulation (EU) No 1259/2013,19,Other
32013R1260,European Demographic Statistics Regulation [Regulation (EU) No 1260/2013],14,"Agriculture, Fisheries & Rural Development"
32013R1264,Regulation (EU) No 1264/2013,19,Other
32013R1285,Galileo Regulation [Regulation (EU) No 1285/2013],19,Other
32013R1288,Erasmus Plus Regulation [Regulation (EU) No 1288/2013],19,Other
32013R1290,Regulation (EU) No 1290/2013,19,Other
32013R1295,Creative Europe Regulation [Regulation (EU) No 1295/2013],19,Other
32013R1303,Common Provisions Regulation [Regulation (EU) No 1303/2013],19,Other
32013R1304,European Social Fund Regulation [Regulation (EU) No 1304/2013],19,Other
32013R1305,Rural Development Regulation [Regulation (EU) No 1305/2013],14,"Agriculture, Fisheries & Rural Development"
32013R1306,CAP Horizontal Regulation [Regulation (EU) No 1306/2013],14,"Agriculture, Fisheries & Rural Development"
32013R1307,Regulation (EU) No 1307/2013,19,Other
32013R1308,Single CMO Regulation [Regulation (EU) No 1308/2013],14,"Agriculture, Fisheries & Rural Development"
32013R1310,Regulation (EU) No 1310/2013,19,Other
32013R1316,Connecting Europe Facility Regulation [Regulation (EU) No 1316/2013],19,Other
32013R1336,Regulation (EU) No 1336/2013,19,Other
32013R1350,Regulation (EU) No 1350/2013,19,Other
32013R1352,Regulation (EU) No 1352/2013,19,Other
32013R1372,Regulation (EU) No 1372/2013,19,Other
32013R1379,Common Markets Organisation Fisheries Regulation [Regulation (EU) No 1379/2013],14,"Agriculture, Fisheries & Rural Development"
32013R1380,Common Fisheries Policy Regulation [Regulation (EU) No 1380/2013],14,"Agriculture, Fisheries & Rural Development"
32013R1381,Regulation (EU) No 1381/2013,19,Other
32013R1382,Regulation (EU) No 1382/2013,19,Other
32013R1385,Regulation (EU) No 1385/2013,19,Other
32013R1409,Regulation (EU) No 1409/2013,5,"Financial Markets, Investment & Capital"
32013R1416,Regulation (EU) No 1416/2013,19,Other
32014L0017,Mortgage Credit Directive,19,Other
32014L0023,Public Procurement Concessions Directive [Directive 2014/23/EU],7,Consumer Rights & Internal Market
32014L0024,Public Procurement Classical Directive [Directive 2014/24/EU],7,Consumer Rights & Internal Market
32014L0025,Public Procurement Utilities Directive [Directive 2014/25/EU],7,Consumer Rights & Internal Market
32014L0026,Collective Rights Management Directive [Directive 2014/26/EU],3,"Digital Content, Media & Copyright"
32014L0027,Directive 2014/27/EU,19,Other
32014L0028,Directive 2014/28/EU,19,Other
32014L0029,Directive 2014/29/EU,19,Other
32014L0030,EMC Directive [Directive 2014/30/EU],19,Other
32014L0031,Directive 2014/31/EU,19,Other
32014L0032,Measuring Instruments Directive [Directive 2014/32/EU],19,Other
32014L0033,Lifts Directive [Directive 2014/33/EU],19,Other
32014L0034,ATEX Directive [Directive 2014/34/EU],19,Other
32014L0035,Low Voltage Directive [Directive 2014/35/EU],19,Other
32014L0036,Seasonal Workers Directive [Directive 2014/36/EU],19,Other
32014L0040,Tobacco Products Directive [Directive 2014/40/EU],13,"Health, Medicines & Life Sciences"
32014L0041,EIO Directive [Directive 2014/41/EU],9,Criminal Justice & Fundamental Rights
32014L0042,Asset Freezing and Confiscation Directive [Directive 2014/42/EU],19,Other
32014L0045,Directive 2014/45/EU,19,Other
32014L0046,Directive 2014/46/EU,11,Transport & Mobility
32014L0047,Directive 2014/47/EU,11,Transport & Mobility
32014L0049,Deposit Guarantee Schemes Directive [Directive 2014/49/EU],6,"Banking, Payments, Insurance & AML"
32014L0051,Omnibus II Directive [Directive 2014/51/EU],19,Other
32014L0053,Radio Equipment Directive [Directive 2014/53/EU],4,Cybersecurity & Operational Resilience
32014L0054,Directive 2014/54/EU,19,Other
32014L0055,Electronic Invoicing Directive [Directive 2014/55/EU],7,Consumer Rights & Internal Market
32014L0056,Statutory Audit Amending Directive [Directive 2014/56/EU],5,"Financial Markets, Investment & Capital"
32014L0057,Market Abuse Directive [Directive 2014/57/EU],5,"Financial Markets, Investment & Capital"
32014L0059,BRRD - Bank Recovery and Resolution Directive [Directive 2014/59/EU],6,"Banking, Payments, Insurance & AML"
32014L0060,Cultural Objects Directive [Directive 2014/60/EU],19,Other
32014L0061,Broadband Cost Reduction Directive [Directive 2014/61/EU],19,Other
32014L0062,Directive 2014/62/EU,19,Other
32014L0065,MiFID II [Directive 2014/65/EU],5,"Financial Markets, Investment & Capital"
32014L0066,ICT Directive [Directive 2014/66/EU],19,Other
32014L0067,IMI Regulation [Directive 2014/67/EU],19,Other
32014L0068,Pressure Equipment Directive [Directive 2014/68/EU],19,Other
32014L0079,Directive 2014/79/EU,19,Other
32014L0081,Directive 2014/81/EU,19,Other
32014L0082,Directive 2014/82/EU,19,Other
32014L0084,Directive 2014/84/EU,19,Other
32014L0089,Maritime Spatial Planning Directive [Directive 2014/89/EU],19,Other
32014L0090,Marine Equipment Directive [Directive 2014/90/EU],19,Other
32014L0091,UCITS V Directive [Directive 2014/91/EU],5,"Financial Markets, Investment & Capital"
32014L0092,Payment Accounts Directive [Directive 2014/92/EU],6,"Banking, Payments, Insurance & AML"
32014L0095,Non-Financial Reporting Directive [Directive 2014/95/EU],5,"Financial Markets, Investment & Capital"
32014L0104,Damages Actions Directive [Directive 2014/104/EU],19,Other
32014L0107,Council Directive 2014/107/EU,19,Other
32014L0109,Directive Commission Delegated Directive 2014/109/EU,19,Other
32014L0112,Directive 2014/112/EU,19,Other
32014R0090,Regulation (EU) No 90/2014,19,Other
32014R0118,Regulation (EU) No 118/2014,19,Other
32014R0133,Regulation (EU) No 133/2014,19,Other
32014R0136,Regulation (EU) No 136/2014,19,Other
32014R0139,Regulation (EU) No 139/2014,19,Other
32014R0165,Tachographs Regulation [Regulation (EU) No 165/2014],11,Transport & Mobility
32014R0184,Regulation (EU) No 184/2014,19,Other
32014R0205,Regulation (EU) No 205/2014,19,Other
32014R0208,Regulation (EU) No 208/2014,19,Other
32014R0218,Regulation (EU) No 218/2014,19,Other
32014R0223,FEAD Regulation [Regulation (EU) No 223/2014],15,EU Institutional Framework & Funding
32014R0224,Regulation (EU) No 224/2014,19,Other
32014R0236,Regulation (EU) No 236/2014,19,Other
32014R0248,Regulation (EU) No 248/2014,19,Other
32014R0251,Regulation (EU) No 251/2014,19,Other
32014R0269,Ukraine Territorial Integrity Sanctions Regulation [Regulation (EU) No 269/2014],19,Other
32014R0368,Regulation (EU) No 368/2014,19,Other
32014R0376,Civil Aviation Occurrence Reporting Regulation [Regulation (EU) No 376/2014],11,Transport & Mobility
32014R0422,Regulation (EU) No 422/2014,19,Other
32014R0423,Regulation (EU) No 423/2014,19,Other
32014R0463,Regulation (EU) No 463/2014,19,Other
32014R0468,SSM Framework Regulation [ECB Regulation (EU) No 468/2014],6,"Banking, Payments, Insurance & AML"
32014R0508,European Maritime and Fisheries Fund Regulation [Regulation (EU) No 508/2014],14,"Agriculture, Fisheries & Rural Development"
32014R0510,Regulation (EU) No 510/2014,11,Transport & Mobility
32014R0513,Regulation (EU) No 513/2014,10,"Migration, Asylum & Border Management"
32014R0514,Regulation (EU) No 514/2014,10,"Migration, Asylum & Border Management"
32014R0515,ISF Borders and Visa Regulation [Regulation (EU) No 515/2014],10,"Migration, Asylum & Border Management"
32014R0516,Asylum Migration and Integration Fund Regulation [Regulation (EU) No 516/2014],19,Other
32014R0536,CTR - Clinical Trials Regulation [Regulation (EU) No 536/2014],13,"Health, Medicines & Life Sciences"
32014R0537,Statutory Audit of Public-Interest Entities Regulation [Regulation (EU) No 537/2014],5,"Financial Markets, Investment & Capital"
32014R0540,Regulation (EU) No 540/2014,19,Other
32014R0542,Regulation (EU) No 542/2014,19,Other
32014R0596,MAR - Market Abuse Regulation [Regulation (EU) No 596/2014],5,"Financial Markets, Investment & Capital"
32014R0600,MiFIR [Regulation (EU) No 600/2014],5,"Financial Markets, Investment & Capital"
32014R0627,Regulation (EU) No 627/2014,19,Other
32014R0633,Regulation (EU) No 633/2014,19,Other
32014R0639,Regulation (EU) No 639/2014,19,Other
32014R0640,Regulation (EU) No 640/2014,19,Other
32014R0651,General Block Exemption Regulation [Regulation (EU) No 651/2014],19,Other
32014R0655,European Account Preservation Order Regulation [Regulation (EU) No 655/2014],7,Consumer Rights & Internal Market
32014R0656,Sea Borders Regulation [Regulation (EU) No 656/2014],15,EU Institutional Framework & Funding
32014R0667,Regulation (EU) No 667/2014,19,Other
32014R0692,Regulation (EU) No 692/2014,19,Other
32014R0717,Regulation (EU) No 717/2014,19,Other
32014R0733,Regulation (EU) No 733/2014,19,Other
32014R0788,Regulation (EU) No 788/2014,19,Other
32014R0802,Regulation (EU) No 802/2014,19,Other
32014R0806,SRM Regulation [Regulation (EU) No 806/2014],6,"Banking, Payments, Insurance & AML"
32014R0833,Regulation (EU) No 833/2014,19,Other
